filename, language, XML, JSON, Markdown, PHP, Batch, CSS, JavaScript, YAML, Properties, HTML, comment, blank, total
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Float_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Integer.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11, 6, 28
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Iterable_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Mixed_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Null_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Nullable.php, PHP, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 21, 9, 50
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Object_.php, PHP, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 24, 11, 67
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Parent_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 16, 6, 33
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Resource_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Scalar.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Self_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 16, 6, 33
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Static_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 21, 6, 38
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\String_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 6, 31
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\This.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 17, 6, 34
c:\xamppp\htdocs\petcustoms\vendor\phpdocumentor\type-resolver\src\Types\Void_.php, PHP, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 17, 6, 34
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\CHANGES.md, Markdown, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 62, 239
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\README.md, Markdown, 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 106, 403
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\composer.json, JSON, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument.php, PHP, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 123, 20, 213
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\ArgumentsWildcard.php, PHP, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 36, 15, 102
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\AnyValueToken.php, PHP, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 30, 6, 53
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\AnyValuesToken.php, PHP, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 30, 6, 53
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ApproximateValueToken.php, PHP, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 24, 8, 56
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ArrayCountToken.php, PHP, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 46, 11, 87
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ArrayEntryToken.php, PHP, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 62, 19, 144
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ArrayEveryEntryToken.php, PHP, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 31, 13, 83
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\CallbackToken.php, PHP, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 37, 10, 76
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ExactValueToken.php, PHP, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 44, 16, 119
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\IdenticalValueToken.php, PHP, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 36, 10, 75
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\LogicalAndToken.php, PHP, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 33, 10, 81
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\LogicalNotToken.php, PHP, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 39, 9, 74
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\ObjectStateToken.php, PHP, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 38, 14, 105
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\StringContainsToken.php, PHP, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 33, 9, 68
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\TokenInterface.php, PHP, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 30, 6, 44
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Argument\Token\TypeToken.php, PHP, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 33, 11, 77
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Call\Call.php, PHP, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 74, 19, 163
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Call\CallCenter.php, PHP, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 64, 34, 249
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Comparator\ClosureComparator.php, PHP, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 14, 6, 45
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Comparator\Factory.php, PHP, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 19, 9, 48
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Comparator\ProphecyComparator.php, PHP, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 8, 6, 29
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\CachedDoubler.php, PHP, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 23, 10, 67
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\ClassPatchInterface.php, PHP, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 33, 7, 49
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\DisableConstructorPatch.php, PHP, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 31, 11, 77
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\HhvmExceptionPatch.php, PHP, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 30, 8, 64
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\KeywordPatch.php, PHP, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 35, 9, 141
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\MagicCallPatch.php, PHP, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 32, 16, 95
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\ProphecySubjectPatch.php, PHP, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 31, 15, 105
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\ReflectionClassNewInstancePatch.php, PHP, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 31, 7, 58
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\SplFileInfoPatch.php, PHP, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 43, 20, 124
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\ThrowablePatch.php, PHP, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 26, 12, 96
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\ClassPatch\TraversablePatch.php, PHP, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 31, 11, 84
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\DoubleInterface.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 14, 4, 23
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Doubler.php, PHP, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 56, 20, 147
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\ClassCodeGenerator.php, PHP, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 28, 23, 130
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\ClassCreator.php, PHP, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 29, 10, 68
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\ClassMirror.php, PHP, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 24, 52, 261
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\Node\ArgumentNode.php, PHP, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 16, 18, 103
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\Node\ClassNode.php, PHP, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 53, 25, 170
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\Node\MethodNode.php, PHP, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 41, 31, 199
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\ReflectionInterface.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 14, 4, 23
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\Generator\TypeHintReference.php, PHP, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 4, 10, 47
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\LazyDouble.php, PHP, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 45, 18, 128
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Doubler\NameGenerator.php, PHP, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 22, 9, 53
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Call\UnexpectedCallException.php, PHP, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 9, 41
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\ClassCreatorException.php, PHP, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 8, 8, 32
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\ClassMirrorException.php, PHP, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 8, 8, 32
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\ClassNotFoundException.php, PHP, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 12, 7, 34
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\DoubleException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 5, 19
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\DoublerException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 5, 19
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\InterfaceNotFoundException.php, PHP, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 8, 4, 21
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\MethodNotExtendableException.php, PHP, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 11, 10, 42
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\MethodNotFoundException.php, PHP, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 23, 11, 61
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Doubler\ReturnByReferenceException.php, PHP, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 13, 8, 42
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Exception.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 17, 4, 27
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\InvalidArgumentException.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 8, 4, 17
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\AggregateException.php, PHP, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 14, 10, 52
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\FailedPredictionException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 14, 5, 25
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\NoCallsException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 5, 19
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\PredictionException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 5, 19
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\UnexpectedCallsCountException.php, PHP, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 8, 8, 32
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prediction\UnexpectedCallsException.php, PHP, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 8, 8, 33
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prophecy\MethodProphecyException.php, PHP, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 11, 8, 35
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prophecy\ObjectProphecyException.php, PHP, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 11, 8, 35
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Exception\Prophecy\ProphecyException.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 5, 19
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\PhpDocumentor\ClassAndInterfaceTagRetriever.php, PHP, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 23, 12, 70
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\PhpDocumentor\ClassTagRetriever.php, PHP, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 18, 8, 53
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\PhpDocumentor\LegacyClassTagRetriever.php, PHP, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 18, 6, 36
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\PhpDocumentor\MethodTagRetrieverInterface.php, PHP, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 18, 5, 31
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prediction\CallPrediction.php, PHP, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 27, 12, 87
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prediction\CallTimesPrediction.php, PHP, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 29, 13, 108
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prediction\CallbackPrediction.php, PHP, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 27, 10, 66
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prediction\NoCallsPrediction.php, PHP, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 27, 9, 69
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prediction\PredictionInterface.php, PHP, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 24, 5, 38
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Promise\CallbackPromise.php, PHP, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 29, 10, 67
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Promise\PromiseInterface.php, PHP, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 23, 5, 36
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Promise\ReturnArgumentPromise.php, PHP, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 32, 7, 62
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Promise\ReturnPromise.php, PHP, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 27, 9, 56
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Promise\ThrowPromise.php, PHP, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 37, 14, 101
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\MethodProphecy.php, PHP, 0, 0, 0, 262, 0, 0, 0, 0, 0, 0, 198, 63, 523
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\ObjectProphecy.php, PHP, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 110, 39, 287
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\ProphecyInterface.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 18, 4, 28
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\ProphecySubjectInterface.php, PHP, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 23, 5, 35
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\Revealer.php, PHP, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 20, 7, 45
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophecy\RevealerInterface.php, PHP, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 20, 4, 30
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Prophet.php, PHP, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 45, 16, 139
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Util\ExportUtil.php, PHP, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 56, 35, 211
c:\xamppp\htdocs\petcustoms\vendor\phpspec\prophecy\src\Prophecy\Util\StringUtil.php, PHP, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 31, 14, 100
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\.gitattributes, Properties, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\.github\CONTRIBUTING.md, Markdown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\.github\ISSUE_TEMPLATE.md, Markdown, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 7, 3, 19
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\.github\stale.yml, YAML, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 15, 13, 45
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\.travis.yml, YAML, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 11, 40
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-2.2.md, Markdown, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 25, 57
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-3.0.md, Markdown, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 15, 32
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-3.1.md, Markdown, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-3.2.md, Markdown, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-3.3.md, Markdown, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 16, 34
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-4.0.md, Markdown, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 30, 68
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-5.0.md, Markdown, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 21, 46
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-5.1.md, Markdown, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-5.2.md, Markdown, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 19, 45
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-5.3.md, Markdown, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\ChangeLog-6.0.md, Markdown, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 29, 64
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\README.md, Markdown, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 18, 41
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\build.xml, XML, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\composer.json, JSON, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\phpunit.xml, XML, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\CodeCoverage.php, PHP, 0, 0, 0, 615, 0, 0, 0, 0, 0, 0, 203, 183, 1001
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Driver\Driver.php, PHP, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 32, 7, 49
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Driver\PHPDBG.php, PHP, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 27, 16, 98
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Driver\Xdebug.php, PHP, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 25, 18, 100
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\CoveredCodeNotExecutedException.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 11, 3, 19
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\Exception.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 11, 3, 19
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\InvalidArgumentException.php, PHP, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 15, 4, 38
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\MissingCoversAnnotationException.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 11, 3, 19
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\RuntimeException.php, PHP, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 8, 3, 16
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Exception\UnintentionallyCoveredCodeException.php, PHP, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 23, 9, 55
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Filter.php, PHP, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 55, 20, 150
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Node\AbstractNode.php, PHP, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 121, 48, 330
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Node\Builder.php, PHP, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 86, 33, 227
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Node\Directory.php, PHP, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 130, 78, 429
c:\xamppp\htdocs\petcustoms\vendor\phpunit\php-code-coverage\src\Node\File.php, PHP, 0, 0, 0, 393, 0, 0, 0, 0, 0, 0, 113, 102, 608
